Title;Description;Show_type;runtime;Release_year;genres;imdb_score;imdb_votes;tmdb_popularity;tmdb_score
Silks and Saddles;Jockey Johnny Spencer loses his job with Mrs. Calhoun for throwing a race. An adventuress named Sybil, who made Johnny hold back Mrs. Calhoun's horse, Lady, leaves him, and he becomes a racetrack bum. Johnny returns to Mrs. Calhoun's stable when the new jockey proves unable to manage Lady. Johnny wins the next race, thereby regaining Mrs. Calhoun's confidence and winning the love of her attractive daughter, Lucy.;MOVIE;58;1929;['drama'];8.2;10;0.6;
Headline Crasher;The popular B-flick team of Frankie Darro and Kane Richmond star in the slick quickie Headline Crasher. Little Frankie and Big Kane play a pair of roving journalists who investigate a politician (Richard Tucker) up for re-election. When it seems as though the politico is being set up for a fall by yellow journalists, Darro and Richmond try to get to the truth of the matter. The original story for Headline Crasher is credited to Peter B. Kyne, creator of the "Broncho Billy" western stories.;MOVIE;58;1937;['romance', 'drama'];5.4;61;1.461;
Minesweeper;A naval officer who had deserted several years earlier is drawn back to the Navy when World War II begins. He re-enlists under an assumed name, and is assigned to a minesweeper, where he has to perform hazardous duties while at the same time keeping his real identity a secret.;MOVIE;67;1943;['drama', 'romance', 'war', 'action', 'comedy'];5.1;368;1.968;5
Young Romance;Two young clerks in a department store meet and fall in love during a seaside vacation in Maine, but part as strangers because, unknown to each other, both had been masquerading as upper-class 'swells', just to see how the better half lives.;MOVIE;59;1915;['comedy', 'romance'];5.8;186;0.709;6
Range War;Buck Colins heads a group of local ranchers who are trying to prevent the railroad from completing its line through their property. Till now they have been able to charge tolls on herds passing through. Hoppy goes undercover to expose them.;MOVIE;65;1939;['western'];6.7;151;0.922;
The World Gone Mad;A district attorney and a reporter try to find the killer of a D.A. who uncovered a massive stock fraud.;MOVIE;80;1933;['thriller', 'crime', 'drama'];4.8;529;2.6;4
Sepia Cinderella;A struggling songwriter (Billy Daniels) abandons his girlfriend (Sheila Guyse) for a flashy woman (Tondeleyo) after landing a hit.;MOVIE;75;1947;['romance', 'comedy'];5.7;117;0.681;5
The Hairy Ape;Aboard ship, a spoiled woman (Susan Hayward) insults the brutish stoker (William Bendix) while watching him work.;MOVIE;92;1944;['drama'];6.2;436;1.264;5.3
Hearts in Bondage;Best friends Kenneth Reynolds and Raymond Jordan are U.S. Navy officers, and Kenneth is engaged to Raymond's sister. But the eruption of the Civil War divides them, as Raymond stands by his native Virginia while Kenneth remains on duty as a Northern officer. Kenneth's uncle, John Ericsson, designs a new kind of ship, an ironclad he calls the Monitor. Eventually the war pits Kenneth, on board the Monitor, against his friend Raymond, serving aboard the South's own ironclad, the Merrimac (as it is called here). A naval battle ensues, one that will go down in history.;MOVIE;72;1936;['drama', 'war', 'history', 'romance'];5.5;210;1.4;4.2
The Phantom Broadcast;A handsome radio singer has it all--fame, money, adoring fans--but what no one knows is that his accompanist, a hunchbacked piano player, is actually the voice behind the arrogant, abusive "singer"'s fame. The two men fall for the same girl, and when the singer turns up dead, suspicion falls upon his assistant and the girl.;MOVIE;72;1933;['thriller', 'romance', 'crime', 'music'];5.5;142;0.6;5
Belle of the Yukon;Left by a con man, Belle De Valle, a dancer, finds him again in gold-rush Alaska running an honest casino/dance hall.;MOVIE;83;1944;['western', 'romance', 'comedy'];5.2;405;2.818;4.3
Danger Lights;Head railroad man Dan is as ugly as he is honorable. When he spots a drifter who'd hopped a freight held up by a landslide, Dan offers the man a job, then he finds the man was a railroader, too, and takes him under his wing. Engaged to Mary, Dan doesn't notice the growing attraction between his protégé and his intended, but focuses instead on running the railroad.;MOVIE;74;1930;['drama'];6.1;532;2.891;5.7
Rolling Home;An elderly rodeo rider, his young grandson and their injured horse help transform the lives of various citizens in a small town. Released in 1946.;MOVIE;71;1946;['western', 'drama', 'romance'];5.8;73;0.913;6
Renegade Trail;Hoppy goes to town to help Marshal Windy with some rustlers and winds up helping the widow Joyce when confidence men try to take her herd. King's Men songs include: "Hi Thar Stranger" and "Lazy Rolls the Rio Grande.";MOVIE;58;1939;['western', 'music'];6.7;157;0.627;
Tombstone Canyon;A range lawman (Ken Maynard) unmasks a black-cloaked phantom killer (Sheldon Lewis).;MOVIE;62;1932;['western'];5.4;179;1.096;3.5
The Stilwell Road;Documentary - Documentary about the construction of the Stilwell Road--originally called The Ledo Road--a 478-mile passage from Assam, India, to Ledo, Burma, during World War II. The road, which was built by 63,000 workers and cost $150 million, was used by the British, Chinese and Indian armies to transport supplies, troops and other essentials from India to Burma in order to keep the Japanese from overrunning the entire theater. -  Ronald Reagan, Harold Alexander, Claude Auchinleck;MOVIE;51;1945;['documentation', 'war'];6.4;81;0.6;
The Love of Sunya;A young woman at life's crossroads is granted mystic visions of how her decisions will affect her future life.;MOVIE;78;1927;['drama', 'romance'];6.3;810;1.234;7.2
East Side Kids;After living all his chilhood in the street, a young boy notices rapidly that crime doesn't pay and that´s why he decides to become a policeman. One day, one of his best friends go in prison for a murder he didn't commit. Immediately the policeman tries his best to release him and prove his innocence.;MOVIE;62;1940;['drama', 'thriller', 'comedy', 'romance'];5.5;256;0.781;7.3
Panhandle;An ex-gunfighter (Rod Cameron) woos two women while avenging his brother, victim of a crooked gambler.;MOVIE;85;1948;['western', 'action', 'drama', 'romance'];6.1;269;2.824;5.3
Clancy Street Boys;Muggs' rich Uncle Pete is coming to visit. Unfortunately, Muggs' late father had bragged that he had seven kids, so Muggs recruits the members of the gang to pose as his family. Things turn sour, however, when a local mobster finds out about Muggs' deception and threatens to expose it.;MOVIE;66;1943;['comedy', 'drama', 'action'];6;526;1.4;7.3
The Return of Casey Jones;Jimmy, a young boy, idolizes famed train engineer Casey Jones and is devastated when his hero is killed in a train wreck. The boy grows up to be a railroad engineer, too, but one day the train he is piloting loses its brakes and wrecks. Jimmy tries to fix it but has to jump off at the last minute. Unfortunately, stories begin to circulate that he turned coward and jumped off the train first, letting it be destroyed rather than try to save it. He sets out to clear his name.;MOVIE;61;1933;['drama', 'action'];5.2;37;1.171;
The Eye of Envy;In Sleepy Hollow dwells a young blacksmith who, when not happily making horseshoes, is courting a village maiden.;MOVIE;73;1917;['drama'];6.3;27;0.621;9
Barefoot Boy;A spoiled boy sent to the country to grow-up. He has to deal with life, friends and crooks.;MOVIE;63;1938;['action', 'family', 'thriller', 'crime', 'drama'];5.6;88;1.18;5.7
Kermit Maynard Collection (Whistling Bullets;Ace Beldon is in prison, but with his stolen bonds not recovered, Capt. Saunders has an idea. He sends Graham to prison and has him and Beldon break out. With Ranger Raymond assisting, they make their escape and get to the hangout run by Stone. But the plan starts to go awry when Sam overhears Graham talking with the Captain and reports back to Stone.;MOVIE;57;1937;['drama', 'action', 'western'];5.6;50;1.045;6
Flying Wild;A group of young men who work at an aviation factory begin to suspect that a doctor who runs an air ambulance service is secretly a spy transporting secret information from the plant to enemy agents.;MOVIE;64;1941;['thriller', 'comedy', 'drama', 'action'];5.4;498;2.355;6
Let's Go Collegiate;Rawley University is about to receive a star athlete who could give it the first championship rowing team it's ever had. Unfortunately, he gets drafted into the army before he's able to join the team. Two of the team's members get the bright idea of passing off a burly truck driver as the "athlete". Complications ensue.;MOVIE;62;1941;['romance', 'comedy', 'sport'];5;168;1.4;5
Curley;The students of Lakeview Elementary devise ways to torment their new teacher. Comedy.;MOVIE;53;1947;['comedy', 'family'];5.8;109;1.018;5.7
People Are Funny;A comedy based on NBC's "People Are Funny" radio (and later television) program with Art Linkletter with a fictional story of how the program came to be on a national network from its humble beginning at a Nevada radio station. Jack Haley is a producer with only half-rights to the program while Ozzie Nelson and Helen Walker are the radio writers and supply the romance. Rudy Vallee, always able to burlesque himself intentional and, quite often, unintentional, is the owner of the sought-after sponsoring company. Frances Langford, as herself, sings "I'm in the Mood for Love" while the Vagabonds quartet (billed 12th and last) chimes in on "Angeline" and "The Old Square Dance is Back Again.";MOVIE;93;1946;['comedy'];5.2;146;2.239;5
Men of the Plains;The Government sends Dean, Baxter, and Gordon to investigate a series of train holdups. Travis is behind the robberies and they are soon on his trail. When things get hot, Travis has a plan of double-crossing his own men that will enable him to keep not only his gold but also the money it is insured for.;MOVIE;62;1936;['western', 'action', 'romance'];5.1;39;0.6;
The Law Rides Again;When a band of American Indians breaks a treaty with the federal government, U.S. Marshals Ken Maynard and Hoot Gibson hit the trail with captured outlaw Duke Dillon (Jack La Rue) to find out what sparked the uprising. They discover clues that point to corrupt Indian agent John Hampton (Kenneth Harlan), but meanwhile, the bandit Dillon pulls a fast one on the marshals, and soon everybody's getting ready for a showdown.;MOVIE;58;1943;['western', 'action'];6;112;0.948;6.3
The Pilgrimage Play;Nelson Leigh assumes the role of Jesus Christ in this drama that depicts such historical events as the Sermon on the Mount and the Last Supper while portraying the period in which Christ roamed the countryside preaching the gospel.;MOVIE;92;1949;['drama'];5.3;66;0.725;
